Timestamp,Reference_id,Action,Ingredient,Amount,Unit,Order_id
2025-09-28T08:00:00.000000Z,#013296,Deduct,espresso,27,(g),HexkqKpHj25JQTEz76zik294beMZY
2025-09-28T08:00:00.000000Z,#013296,Deduct,16oz cup,1,cup,HexkqKpHj25JQTEz76zik294beMZY
2025-09-28T08:00:00.000000Z,#013296,Deduct,whole milk,8,(oz),HexkqKpHj25JQTEz76zik294beMZY
2025-09-28T08:00:00.000000Z,#013296,Deduct,hazelnut syrup,3,pump,HexkqKpHj25JQTEz76zik294beMZY
2025-09-28T08:06:00.000000Z,#013297,Deduct,espresso,36,(g),X4Cw8reqOuHmgPq6OiKO0dMyU6YZY
2025-09-28T08:06:00.000000Z,#013297,Deduct,12oz cup,1,cup,X4Cw8reqOuHmgPq6OiKO0dMyU6YZY
2025-09-28T08:10:00.000000Z,#013298,Deduct,espresso,54,(g),nivULXrSEKVHZWsOYGqdbbhKfIDZY
2025-09-28T08:10:00.000000Z,#013298,Deduct,12oz cup,1,cup,nivULXrSEKVHZWsOYGqdbbhKfIDZY
2025-09-28T08:11:00.000000Z,#013299,Deduct,espresso,24,(g),1nUbPm1tQYVFqFgrFN4X3jBKYsWZY
2025-09-28T08:11:00.000000Z,#013299,Deduct,16oz cup,1,cup,1nUbPm1tQYVFqFgrFN4X3jBKYsWZY
2025-09-28T08:11:00.000000Z,#013299,Deduct,oat milk,2,(oz),1nUbPm1tQYVFqFgrFN4X3jBKYsWZY
2025-09-28T08:12:00.000000Z,#013300,Deduct,espresso,9,(g),DqGzIPRFJkV3cyeda25ki0xy1vVZY
2025-09-28T08:12:00.000000Z,#013300,Deduct,4oz cup,1,cup,DqGzIPRFJkV3cyeda25ki0xy1vVZY
2025-09-28T08:12:00.000000Z,#013300,Deduct,soy milk,1,(oz),DqGzIPRFJkV3cyeda25ki0xy1vVZY
2025-09-28T08:13:00.000000Z,#013301,Deduct,espresso,45,(g),rKG6b2fxiGDSE3mAcYtb1DyCVaEZY
2025-09-28T08:13:00.000000Z,#013301,Deduct,6oz cup,1,cup,rKG6b2fxiGDSE3mAcYtb1DyCVaEZY
2025-09-28T08:13:00.000000Z,#013301,Deduct,whole milk,11,(oz),rKG6b2fxiGDSE3mAcYtb1DyCVaEZY
2025-09-28T08:13:00.000000Z,#013301,Deduct,16oz cup,1,cup,rKG6b2fxiGDSE3mAcYtb1DyCVaEZY
2025-09-28T08:21:00.000000Z,#013302,Deduct,espresso,54,(g),575FpaCUY7sl7lclqC7lQwELRkGZY
2025-09-28T08:21:00.000000Z,#013302,Deduct,12oz cup,1,cup,575FpaCUY7sl7lclqC7lQwELRkGZY
2025-09-28T08:21:00.000000Z,#013302,Deduct,oat milk,2,(oz),575FpaCUY7sl7lclqC7lQwELRkGZY
2025-09-28T08:21:00.000000Z,#013302,Deduct,16oz cup,1,cup,575FpaCUY7sl7lclqC7lQwELRkGZY
2025-09-28T08:21:00.000000Z,#013302,Deduct,seasonal syrup,3,pump,575FpaCUY7sl7lclqC7lQwELRkGZY
2025-09-28T08:32:00.000000Z,#013303,Deduct,espresso,18,(g),DygGyqjSN4X5jMkS4gHf8K1COvBZY
2025-09-28T08:32:00.000000Z,#013303,Deduct,6oz cup,1,cup,DygGyqjSN4X5jMkS4gHf8K1COvBZY
2025-09-28T08:32:00.000000Z,#013303,Deduct,whole milk,3,(oz),DygGyqjSN4X5jMkS4gHf8K1COvBZY
2025-09-28T08:48:00.000000Z,#013304,Deduct,espresso,36,(g),HQQpBdpJBun564aRdD0dkw6rnLcZY
2025-09-28T08:48:00.000000Z,#013304,Deduct,12oz cup,1,cup,HQQpBdpJBun564aRdD0dkw6rnLcZY
2025-09-28T08:48:00.000000Z,#013304,Deduct,whole milk,12,(oz),HQQpBdpJBun564aRdD0dkw6rnLcZY
2025-09-28T08:48:00.000000Z,#013304,Deduct,16oz cup,1,cup,HQQpBdpJBun564aRdD0dkw6rnLcZY
2025-09-28T08:49:00.000000Z,#013305,Deduct,espresso,11,(g),RVimD3bzSonP1hojtwNBsL9EjVPZY
2025-09-28T08:49:00.000000Z,#013305,Deduct,6oz cup,1,cup,RVimD3bzSonP1hojtwNBsL9EjVPZY
2025-09-28T08:49:00.000000Z,#013305,Deduct,seasonal syrup,3,pump,RVimD3bzSonP1hojtwNBsL9EjVPZY
2025-09-28T08:56:00.000000Z,#013306,Deduct,espresso,18,(g),1bOJ0Fpn0gm9X7jlPlfnSGePLTUZY
2025-09-28T08:56:00.000000Z,#013306,Deduct,6oz cup,1,cup,1bOJ0Fpn0gm9X7jlPlfnSGePLTUZY
2025-09-28T08:56:00.000000Z,#013306,Deduct,whole milk,2,(oz),1bOJ0Fpn0gm9X7jlPlfnSGePLTUZY
2025-09-28T08:56:00.000000Z,#013307,Deduct,espresso,36,(g),nmZCgBQRleHfFwe8gAQ1DKrIqi9YY
2025-09-28T08:56:00.000000Z,#013307,Deduct,12oz cup,1,cup,nmZCgBQRleHfFwe8gAQ1DKrIqi9YY
2025-09-28T08:57:00.000000Z,#013308,Deduct,espresso,45,(g),jSE4EynT02n71N3pGFBVUWChyLXZY
2025-09-28T08:57:00.000000Z,#013308,Deduct,12oz cup,1,cup,jSE4EynT02n71N3pGFBVUWChyLXZY
2025-09-28T08:57:00.000000Z,#013308,Deduct,whole milk,2,(oz),jSE4EynT02n71N3pGFBVUWChyLXZY
2025-09-28T08:57:00.000000Z,#013308,Deduct,16oz cup,1,cup,jSE4EynT02n71N3pGFBVUWChyLXZY
2025-09-28T08:57:00.000000Z,#013308,Deduct,soy milk,2,(oz),jSE4EynT02n71N3pGFBVUWChyLXZY
2025-09-28T08:57:00.000000Z,#013309,Deduct,espresso,9,(g),r6m8IhJhOphLUScwnt9RFTjaYjPZY
2025-09-28T08:57:00.000000Z,#013309,Deduct,4oz cup,1,cup,r6m8IhJhOphLUScwnt9RFTjaYjPZY
2025-09-28T08:57:00.000000Z,#013309,Deduct,whole milk,1,(oz),r6m8IhJhOphLUScwnt9RFTjaYjPZY
2025-09-28T08:58:00.000000Z,#013310,Deduct,espresso,27,(g),ltBirLLORqoH1DLDcYuc1EFtKYRZY
2025-09-28T08:58:00.000000Z,#013310,Deduct,16oz cup,1,cup,ltBirLLORqoH1DLDcYuc1EFtKYRZY
2025-09-28T08:58:00.000000Z,#013311,Deduct,espresso,36,(g),ZHtaCGgsjZyo4PYPgZcD8Ii8iLeZY
2025-09-28T08:58:00.000000Z,#013311,Deduct,4oz cup,2,cup,ZHtaCGgsjZyo4PYPgZcD8Ii8iLeZY
2025-09-28T08:58:00.000000Z,#013311,Deduct,whole milk,3,(oz),ZHtaCGgsjZyo4PYPgZcD8Ii8iLeZY
2025-09-28T08:58:00.000000Z,#013311,Deduct,vanilla syrup,3,pump,ZHtaCGgsjZyo4PYPgZcD8Ii8iLeZY
2025-09-28T08:59:00.000000Z,#013312,Deduct,espresso,18,(g),l5Hu1FhxlvQcXLIzRr2HN8AneIHZY
