Timestamp,Reference_id,Action,Ingredient,Amount,Unit,Order_id
2025-10-08T08:01:00.000000Z,#014296,Deduct,espresso,18,(g),HokhBcPnqzPvs1njqZxGjyM7Wy7YY
2025-10-08T08:01:00.000000Z,#014296,Deduct,12oz cup,1,cup,HokhBcPnqzPvs1njqZxGjyM7Wy7YY
2025-10-08T08:01:00.000000Z,#014296,Deduct,oat milk,2,(oz),HokhBcPnqzPvs1njqZxGjyM7Wy7YY
2025-10-08T08:02:00.000000Z,#014297,Deduct,espresso,51,(g),5THEu9gSvHLe225nkls0X7FM9HIZY
2025-10-08T08:02:00.000000Z,#014297,Deduct,16oz cup,2,cup,5THEu9gSvHLe225nkls0X7FM9HIZY
2025-10-08T08:02:00.000000Z,#014297,Deduct,whole milk,2,(oz),5THEu9gSvHLe225nkls0X7FM9HIZY
2025-10-08T08:10:00.000000Z,#014298,Deduct,espresso,45,(g),l9fZhDhTIrdgshsX8pVv1jbo8kBZY
2025-10-08T08:10:00.000000Z,#014298,Deduct,12oz cup,1,cup,l9fZhDhTIrdgshsX8pVv1jbo8kBZY
2025-10-08T08:10:00.000000Z,#014298,Deduct,soy milk,2,(oz),l9fZhDhTIrdgshsX8pVv1jbo8kBZY
2025-10-08T08:10:00.000000Z,#014298,Deduct,6oz cup,1,cup,l9fZhDhTIrdgshsX8pVv1jbo8kBZY
2025-10-08T08:10:00.000000Z,#014298,Deduct,whole milk,2,(oz),l9fZhDhTIrdgshsX8pVv1jbo8kBZY
2025-10-08T08:12:00.000000Z,#014299,Deduct,espresso,27,(g),HAGoPquKY7YQmLeOqRXJvYZEEyQZY
2025-10-08T08:12:00.000000Z,#014299,Deduct,12oz cup,1,cup,HAGoPquKY7YQmLeOqRXJvYZEEyQZY
2025-10-08T08:12:00.000000Z,#014299,Deduct,vanilla syrup,3,pump,HAGoPquKY7YQmLeOqRXJvYZEEyQZY
2025-10-08T08:14:00.000000Z,#014300,Deduct,espresso,18,(g),XqFVCwdkWYVP2x0E2fkNRkMzZvLZY
2025-10-08T08:14:00.000000Z,#014300,Deduct,16oz cup,1,cup,XqFVCwdkWYVP2x0E2fkNRkMzZvLZY
2025-10-08T08:14:00.000000Z,#014300,Deduct,almond milk,2,(oz),XqFVCwdkWYVP2x0E2fkNRkMzZvLZY
2025-10-08T08:15:00.000000Z,#014301,Deduct,espresso,18,(g),Bb7tc4DdITNEu9UeymRubeEhp1XZY
2025-10-08T08:15:00.000000Z,#014301,Deduct,4oz cup,1,cup,Bb7tc4DdITNEu9UeymRubeEhp1XZY
2025-10-08T08:15:00.000000Z,#014301,Deduct,whole milk,2,(oz),Bb7tc4DdITNEu9UeymRubeEhp1XZY
2025-10-08T08:16:00.000000Z,#014302,Deduct,espresso,54,(g),zuwzPBjQSf6DqsXLvtAgoA7LyEGZY
2025-10-08T08:16:00.000000Z,#014302,Deduct,12oz cup,2,cup,zuwzPBjQSf6DqsXLvtAgoA7LyEGZY
2025-10-08T08:16:00.000000Z,#014302,Deduct,chocolate syrup,3,pump,zuwzPBjQSf6DqsXLvtAgoA7LyEGZY
2025-10-08T08:16:00.000000Z,#014302,Deduct,oat milk,8,(oz),zuwzPBjQSf6DqsXLvtAgoA7LyEGZY
2025-10-08T08:17:00.000000Z,#014303,Deduct,espresso,36,(g),LeQ2jmR1whiYbtgyl9YnNUvowNAZY
2025-10-08T08:17:00.000000Z,#014303,Deduct,16oz cup,1,cup,LeQ2jmR1whiYbtgyl9YnNUvowNAZY
2025-10-08T08:17:00.000000Z,#014303,Deduct,whole milk,8,(oz),LeQ2jmR1whiYbtgyl9YnNUvowNAZY
