Timestamp,Reference_id,Action,Ingredient,Amount,Unit,Order_id
2025-10-16T08:02:00.000000Z,#015096,Deduct,espresso,36,(g),dJl2QdUhluw5fCrk2cgZheqtXtGZY
2025-10-16T08:02:00.000000Z,#015096,Deduct,12oz cup,1,cup,dJl2QdUhluw5fCrk2cgZheqtXtGZY
2025-10-16T08:02:00.000000Z,#015096,Deduct,soy milk,4,(oz),dJl2QdUhluw5fCrk2cgZheqtXtGZY
2025-10-16T08:02:00.000000Z,#015096,Deduct,4oz cup,1,cup,dJl2QdUhluw5fCrk2cgZheqtXtGZY
2025-10-16T08:02:00.000000Z,#015097,Deduct,espresso,45,(g),POZpYQ61z9N6BXTo6KXM7m2AzdHZY
2025-10-16T08:02:00.000000Z,#015097,Deduct,12oz cup,2,cup,POZpYQ61z9N6BXTo6KXM7m2AzdHZY
2025-10-16T08:02:00.000000Z,#015097,Deduct,whole milk,8,(oz),POZpYQ61z9N6BXTo6KXM7m2AzdHZY
2025-10-16T08:02:00.000000Z,#015097,Deduct,chocolate syrup,3,pump,POZpYQ61z9N6BXTo6KXM7m2AzdHZY
2025-10-16T08:10:00.000000Z,#015098,Deduct,espresso,63,(g),LYHhiiVg9eC2IgRa001ZgbKfU2NZY
2025-10-16T08:10:00.000000Z,#015098,Deduct,12oz cup,2,cup,LYHhiiVg9eC2IgRa001ZgbKfU2NZY
2025-10-16T08:10:00.000000Z,#015098,Deduct,whole milk,2,(oz),LYHhiiVg9eC2IgRa001ZgbKfU2NZY
2025-10-16T08:10:00.000000Z,#015098,Deduct,vanilla syrup,3,pump,LYHhiiVg9eC2IgRa001ZgbKfU2NZY
2025-10-16T08:10:00.000000Z,#015098,Deduct,oat milk,2,(oz),LYHhiiVg9eC2IgRa001ZgbKfU2NZY
2025-10-16T08:10:00.000000Z,#015098,Deduct,chocolate syrup,3,pump,LYHhiiVg9eC2IgRa001ZgbKfU2NZY
2025-10-16T08:10:00.000000Z,#015099,Deduct,espresso,9,(g),9pBmTb9g4Dc3ieD2RNmun2zJhaKZY
2025-10-16T08:10:00.000000Z,#015099,Deduct,4oz cup,1,cup,9pBmTb9g4Dc3ieD2RNmun2zJhaKZY
2025-10-16T08:10:00.000000Z,#015099,Deduct,whole milk,1,(oz),9pBmTb9g4Dc3ieD2RNmun2zJhaKZY
2025-10-16T08:17:00.000000Z,#015100,Deduct,espresso,18,(g),BPt5C9IwWguwNklSbtnukmZfAzOZY
2025-10-16T08:17:00.000000Z,#015100,Deduct,6oz cup,1,cup,BPt5C9IwWguwNklSbtnukmZfAzOZY
2025-10-16T08:17:00.000000Z,#015100,Deduct,whole milk,2,(oz),BPt5C9IwWguwNklSbtnukmZfAzOZY
2025-10-16T08:17:00.000000Z,#015100,Deduct,hazelnut syrup,3,pump,BPt5C9IwWguwNklSbtnukmZfAzOZY
2025-10-16T08:19:00.000000Z,#015101,Deduct,espresso,27,(g),tjuaSjrSk7JWcUNeYQSr9ruSPfBZY
2025-10-16T08:19:00.000000Z,#015101,Deduct,16oz cup,1,cup,tjuaSjrSk7JWcUNeYQSr9ruSPfBZY
2025-10-16T08:19:00.000000Z,#015101,Deduct,oat milk,2,(oz),tjuaSjrSk7JWcUNeYQSr9ruSPfBZY
2025-10-16T08:23:00.000000Z,#015102,Deduct,espresso,36,(g),NTCIWQLLIVuLuqyXPGFEsu5NAQeZY
2025-10-16T08:23:00.000000Z,#015102,Deduct,12oz cup,1,cup,NTCIWQLLIVuLuqyXPGFEsu5NAQeZY
2025-10-16T08:23:00.000000Z,#015102,Deduct,seasonal syrup,3,pump,NTCIWQLLIVuLuqyXPGFEsu5NAQeZY
2025-10-16T08:28:00.000000Z,#015103,Deduct,espresso,18,(g),3aplHpFZ10M4WzIYX3tz6ssjR5FZY
2025-10-16T08:28:00.000000Z,#015103,Deduct,16oz cup,1,cup,3aplHpFZ10M4WzIYX3tz6ssjR5FZY
2025-10-16T08:28:00.000000Z,#015103,Deduct,whole milk,4,(oz),3aplHpFZ10M4WzIYX3tz6ssjR5FZY
2025-10-16T08:32:00.000000Z,#015104,Deduct,espresso,36,(g),3UqbBVLkfw44G4CZi0rfJSRkfYXZY
2025-10-16T08:32:00.000000Z,#015104,Deduct,6oz cup,1,cup,3UqbBVLkfw44G4CZi0rfJSRkfYXZY
2025-10-16T08:32:00.000000Z,#015104,Deduct,whole milk,4,(oz),3UqbBVLkfw44G4CZi0rfJSRkfYXZY
2025-10-16T08:32:00.000000Z,#015104,Deduct,hazelnut syrup,3,pump,3UqbBVLkfw44G4CZi0rfJSRkfYXZY
2025-10-16T08:32:00.000000Z,#015104,Deduct,4oz cup,1,cup,3UqbBVLkfw44G4CZi0rfJSRkfYXZY
2025-10-16T08:32:00.000000Z,#015104,Deduct,chocolate syrup,3,pump,3UqbBVLkfw44G4CZi0rfJSRkfYXZY
2025-10-16T08:33:00.000000Z,#015105,Deduct,espresso,18,(g),viTzFLU6Xn3RTmCXnJ2kbetEK1BZY
2025-10-16T08:33:00.000000Z,#015105,Deduct,6oz cup,1,cup,viTzFLU6Xn3RTmCXnJ2kbetEK1BZY
2025-10-16T08:33:00.000000Z,#015105,Deduct,whole milk,2,(oz),viTzFLU6Xn3RTmCXnJ2kbetEK1BZY
2025-10-16T08:35:00.000000Z,#015106,Deduct,espresso,15,(g),nGR0BITIuslrV32hSXo9W1AGk66YY
2025-10-16T08:35:00.000000Z,#015106,Deduct,16oz cup,1,cup,nGR0BITIuslrV32hSXo9W1AGk66YY
2025-10-16T08:35:00.000000Z,#015106,Deduct,almond milk,2,(oz),nGR0BITIuslrV32hSXo9W1AGk66YY
2025-10-16T08:36:00.000000Z,#015107,Deduct,espresso,27,(g),JxATa3m95TzkjbndUAq0nJ6O99WZY
2025-10-16T08:36:00.000000Z,#015107,Deduct,12oz cup,1,cup,JxATa3m95TzkjbndUAq0nJ6O99WZY
2025-10-16T08:36:00.000000Z,#015107,Deduct,soy milk,2,(oz),JxATa3m95TzkjbndUAq0nJ6O99WZY
2025-10-16T08:51:00.000000Z,#015108,Deduct,espresso,11,(g),zyO5RymMpvPjfFmi4FJk5yntUxMZY
2025-10-16T08:51:00.000000Z,#015108,Deduct,6oz cup,1,cup,zyO5RymMpvPjfFmi4FJk5yntUxMZY
2025-10-16T08:51:00.000000Z,#015108,Deduct,vanilla syrup,3,pump,zyO5RymMpvPjfFmi4FJk5yntUxMZY
2025-10-16T09:00:00.000000Z,#015109,Deduct,espresso,9,(g),l9pm7cqQht5dEohx9w3JXO2mYrPZY
2025-10-16T09:00:00.000000Z,#015109,Deduct,16oz cup,1,cup,l9pm7cqQht5dEohx9w3JXO2mYrPZY
2025-10-16T09:00:00.000000Z,#015109,Deduct,almond milk,2,(oz),l9pm7cqQht5dEohx9w3JXO2mYrPZY
2025-10-16T09:00:00.000000Z,#015109,Deduct,caramel syrup,3,pump,l9pm7cqQht5dEohx9w3JXO2mYrPZY
2025-10-16T09:01:00.000000Z,#015110,Deduct,espresso,18,(g),Day1Ipx6U80haBuT5Dxv6poFWCdZY
2025-10-16T09:01:00.000000Z,#015110,Deduct,12oz cup,1,cup,Day1Ipx6U80haBuT5Dxv6poFWCdZY
2025-10-16T09:01:00.000000Z,#015110,Deduct,whole milk,8,(oz),Day1Ipx6U80haBuT5Dxv6poFWCdZY
2025-10-16T09:01:00.000000Z,#015110,Deduct,chocolate syrup,3,pump,Day1Ipx6U80haBuT5Dxv6poFWCdZY
2025-10-16T09:03:00.000000Z,#015111,Deduct,espresso,18,(g),7G6XP4Z6D7UChSLRO2sISy45pkQZY
2025-10-16T09:03:00.000000Z,#015111,Deduct,4oz cup,1,cup,7G6XP4Z6D7UChSLRO2sISy45pkQZY
2025-10-16T09:03:00.000000Z,#015111,Deduct,whole milk,1,(oz),7G6XP4Z6D7UChSLRO2sISy45pkQZY
2025-10-16T09:05:00.000000Z,#015112,Deduct,espresso,36,(g),DWclnC1iJPDPVCbeCOA0zt6NjuKZY
2025-10-16T09:05:00.000000Z,#015112,Deduct,16oz cup,2,cup,DWclnC1iJPDPVCbeCOA0zt6NjuKZY
2025-10-16T09:05:00.000000Z,#015112,Deduct,whole milk,12,(oz),DWclnC1iJPDPVCbeCOA0zt6NjuKZY
2025-10-16T09:05:00.000000Z,#015112,Deduct,seasonal syrup,3,pump,DWclnC1iJPDPVCbeCOA0zt6NjuKZY
2025-10-16T09:05:00.000000Z,#015113,Deduct,espresso,33,(g),DqyvBgMtg2PEyO5Jw9wzvmqXwlLZY
2025-10-16T09:05:00.000000Z,#015113,Deduct,16oz cup,2,cup,DqyvBgMtg2PEyO5Jw9wzvmqXwlLZY
2025-10-16T09:05:00.000000Z,#015113,Deduct,whole milk,4,(oz),DqyvBgMtg2PEyO5Jw9wzvmqXwlLZY
2025-10-16T09:05:00.000000Z,#015113,Deduct,hazelnut syrup,3,pump,DqyvBgMtg2PEyO5Jw9wzvmqXwlLZY
2025-10-16T09:05:00.000000Z,#015113,Deduct,oat milk,2,(oz),DqyvBgMtg2PEyO5Jw9wzvmqXwlLZY
2025-10-16T09:09:00.000000Z,#015114,Deduct,espresso,54,(g),vy565JnH88RHJW2O3TBHZtEqqhPZY
2025-10-16T09:09:00.000000Z,#015114,Deduct,12oz cup,1,cup,vy565JnH88RHJW2O3TBHZtEqqhPZY
2025-10-16T09:09:00.000000Z,#015114,Deduct,soy milk,2,(oz),vy565JnH88RHJW2O3TBHZtEqqhPZY
2025-10-16T09:09:00.000000Z,#015114,Deduct,vanilla syrup,3,pump,vy565JnH88RHJW2O3TBHZtEqqhPZY
2025-10-16T09:09:00.000000Z,#015114,Deduct,6oz cup,1,cup,vy565JnH88RHJW2O3TBHZtEqqhPZY
2025-10-16T09:09:00.000000Z,#015114,Deduct,whole milk,3,(oz),vy565JnH88RHJW2O3TBHZtEqqhPZY
2025-10-16T09:09:00.000000Z,#015114,Deduct,seasonal syrup,3,pump,vy565JnH88RHJW2O3TBHZtEqqhPZY
2025-10-16T09:13:00.000000Z,#015115,Deduct,espresso,45,(g),JhmAdZphojlzi7Xo9idFHC6pL06YY
2025-10-16T09:13:00.000000Z,#015115,Deduct,6oz cup,1,cup,JhmAdZphojlzi7Xo9idFHC6pL06YY
2025-10-16T09:13:00.000000Z,#015115,Deduct,almond milk,2,(oz),JhmAdZphojlzi7Xo9idFHC6pL06YY
2025-10-16T09:13:00.000000Z,#015115,Deduct,16oz cup,1,cup,JhmAdZphojlzi7Xo9idFHC6pL06YY
2025-10-16T09:13:00.000000Z,#015115,Deduct,whole milk,8,(oz),JhmAdZphojlzi7Xo9idFHC6pL06YY
2025-10-16T09:14:00.000000Z,#015116,Deduct,espresso,45,(g),ZdGbHOscSBKAQWqVMWtS5ADXUhVZY
2025-10-16T09:14:00.000000Z,#015116,Deduct,16oz cup,2,cup,ZdGbHOscSBKAQWqVMWtS5ADXUhVZY
2025-10-16T09:14:00.000000Z,#015116,Deduct,almond milk,2,(oz),ZdGbHOscSBKAQWqVMWtS5ADXUhVZY
