Timestamp,Reference_id,Action,Ingredient,Amount,Unit,Order_id
2025-09-27T08:04:00.000000Z,#013196,Deduct,espresso,27,(g),BT1itTzNvfV8aXr3uNgFhRa8cLHZY
2025-09-27T08:04:00.000000Z,#013196,Deduct,16oz cup,1,cup,BT1itTzNvfV8aXr3uNgFhRa8cLHZY
2025-09-27T08:04:00.000000Z,#013196,Deduct,almond milk,8,(oz),BT1itTzNvfV8aXr3uNgFhRa8cLHZY
2025-09-27T08:04:00.000000Z,#013196,Deduct,4oz cup,1,cup,BT1itTzNvfV8aXr3uNgFhRa8cLHZY
2025-09-27T08:04:00.000000Z,#013196,Deduct,soy milk,1,(oz),BT1itTzNvfV8aXr3uNgFhRa8cLHZY
2025-09-27T08:04:00.000000Z,#013196,Deduct,vanilla syrup,3,pump,BT1itTzNvfV8aXr3uNgFhRa8cLHZY
2025-09-27T08:08:00.000000Z,#013197,Deduct,espresso,36,(g),zC8SkE7tAqZsvYhpjuGQCS26fRZZY
2025-09-27T08:08:00.000000Z,#013197,Deduct,12oz cup,1,cup,zC8SkE7tAqZsvYhpjuGQCS26fRZZY
2025-09-27T08:08:00.000000Z,#013197,Deduct,oat milk,2,(oz),zC8SkE7tAqZsvYhpjuGQCS26fRZZY
2025-09-27T08:08:00.000000Z,#013197,Deduct,seasonal syrup,3,pump,zC8SkE7tAqZsvYhpjuGQCS26fRZZY
2025-09-27T08:13:00.000000Z,#013198,Deduct,espresso,36,(g),ph28HCF5tH9RS8WRYBYCy28SAsdZY
2025-09-27T08:13:00.000000Z,#013198,Deduct,12oz cup,1,cup,ph28HCF5tH9RS8WRYBYCy28SAsdZY
2025-09-27T08:14:00.000000Z,#013199,Deduct,espresso,36,(g),N5peKB8ojEJ1w8e7P5PK2AfMuyWZY
2025-09-27T08:14:00.000000Z,#013199,Deduct,12oz cup,2,cup,N5peKB8ojEJ1w8e7P5PK2AfMuyWZY
2025-09-27T08:14:00.000000Z,#013199,Deduct,soy milk,2,(oz),N5peKB8ojEJ1w8e7P5PK2AfMuyWZY
2025-09-27T08:14:00.000000Z,#013199,Deduct,caramel syrup,3,pump,N5peKB8ojEJ1w8e7P5PK2AfMuyWZY
2025-09-27T08:14:00.000000Z,#013199,Deduct,whole milk,8,(oz),N5peKB8ojEJ1w8e7P5PK2AfMuyWZY
2025-09-27T08:14:00.000000Z,#013199,Deduct,chocolate syrup,3,pump,N5peKB8ojEJ1w8e7P5PK2AfMuyWZY
2025-09-27T08:14:00.000000Z,#013200,Deduct,espresso,9,(g),F9PnQ60RvqitpbyE5ZoapInOtyUZY
2025-09-27T08:14:00.000000Z,#013200,Deduct,16oz cup,1,cup,F9PnQ60RvqitpbyE5ZoapInOtyUZY
2025-09-27T08:14:00.000000Z,#013200,Deduct,whole milk,2,(oz),F9PnQ60RvqitpbyE5ZoapInOtyUZY
2025-09-27T08:14:00.000000Z,#013201,Deduct,espresso,9,(g),LWCphb79314tyl9cfSiysSUFZqCZY
2025-09-27T08:14:00.000000Z,#013201,Deduct,4oz cup,1,cup,LWCphb79314tyl9cfSiysSUFZqCZY
2025-09-27T08:14:00.000000Z,#013202,Deduct,espresso,9,(g),thFkJlAU5mdNAzobPFftjAgzzxfZY
2025-09-27T08:14:00.000000Z,#013202,Deduct,16oz cup,1,cup,thFkJlAU5mdNAzobPFftjAgzzxfZY
2025-09-27T08:14:00.000000Z,#013202,Deduct,whole milk,2,(oz),thFkJlAU5mdNAzobPFftjAgzzxfZY
2025-09-27T08:20:00.000000Z,#013203,Deduct,espresso,36,(g),RTV6eiRS25TlJdGJXl50oRPNq0YZY
2025-09-27T08:20:00.000000Z,#013203,Deduct,16oz cup,2,cup,RTV6eiRS25TlJdGJXl50oRPNq0YZY
2025-09-27T08:20:00.000000Z,#013203,Deduct,whole milk,2,(oz),RTV6eiRS25TlJdGJXl50oRPNq0YZY
2025-09-27T08:25:00.000000Z,#013204,Deduct,espresso,36,(g),3i1hZSsvMOtbDZ9VeY4txtN7TDdZY
2025-09-27T08:25:00.000000Z,#013204,Deduct,16oz cup,2,cup,3i1hZSsvMOtbDZ9VeY4txtN7TDdZY
