Timestamp,Reference_id,Action,Ingredient,Amount,Unit,Order_id
2025-10-10T08:01:00.000000Z,#014496,Deduct,espresso,36,(g),nKTOuioELZV24b9ImK4LG13Sux7YY
2025-10-10T08:01:00.000000Z,#014496,Deduct,16oz cup,1,cup,nKTOuioELZV24b9ImK4LG13Sux7YY
2025-10-10T08:10:00.000000Z,#014497,Deduct,espresso,36,(g),nirqFWpDaB9FI0A9vNk3SkxqOO8YY
2025-10-10T08:10:00.000000Z,#014497,Deduct,12oz cup,1,cup,nirqFWpDaB9FI0A9vNk3SkxqOO8YY
2025-10-10T08:10:00.000000Z,#014497,Deduct,whole milk,16,(oz),nirqFWpDaB9FI0A9vNk3SkxqOO8YY
2025-10-10T08:10:00.000000Z,#014497,Deduct,chocolate syrup,7,pump,nirqFWpDaB9FI0A9vNk3SkxqOO8YY
2025-10-10T08:10:00.000000Z,#014497,Deduct,16oz cup,1,cup,nirqFWpDaB9FI0A9vNk3SkxqOO8YY
2025-10-10T08:10:00.000000Z,#014498,Deduct,espresso,18,(g),bWYiduhU4eD6ET7r24GpyB99zeAZY
2025-10-10T08:10:00.000000Z,#014498,Deduct,16oz cup,1,cup,bWYiduhU4eD6ET7r24GpyB99zeAZY
2025-10-10T08:10:00.000000Z,#014498,Deduct,soy milk,8,(oz),bWYiduhU4eD6ET7r24GpyB99zeAZY
2025-10-10T08:10:00.000000Z,#014498,Deduct,vanilla syrup,3,pump,bWYiduhU4eD6ET7r24GpyB99zeAZY
2025-10-10T08:12:00.000000Z,#014499,Deduct,espresso,33,(g),3gIteAm0sl5vDhB8awrUFRYm0aBZY
2025-10-10T08:12:00.000000Z,#014499,Deduct,16oz cup,2,cup,3gIteAm0sl5vDhB8awrUFRYm0aBZY
2025-10-10T08:12:00.000000Z,#014499,Deduct,whole milk,2,(oz),3gIteAm0sl5vDhB8awrUFRYm0aBZY
2025-10-10T08:13:00.000000Z,#014500,Deduct,espresso,9,(g),XwIleoo5lCETDohr90fCfkXzSXcZY
2025-10-10T08:13:00.000000Z,#014500,Deduct,16oz cup,1,cup,XwIleoo5lCETDohr90fCfkXzSXcZY
2025-10-10T08:13:00.000000Z,#014500,Deduct,whole milk,2,(oz),XwIleoo5lCETDohr90fCfkXzSXcZY
2025-10-10T08:13:00.000000Z,#014500,Deduct,seasonal syrup,3,pump,XwIleoo5lCETDohr90fCfkXzSXcZY
2025-10-10T08:17:00.000000Z,#014501,Deduct,espresso,36,(g),VXWOGBpMfmqrDxTPsK3fdejFRXWZY
2025-10-10T08:17:00.000000Z,#014501,Deduct,12oz cup,1,cup,VXWOGBpMfmqrDxTPsK3fdejFRXWZY
2025-10-10T08:17:00.000000Z,#014501,Deduct,whole milk,10,(oz),VXWOGBpMfmqrDxTPsK3fdejFRXWZY
2025-10-10T08:17:00.000000Z,#014501,Deduct,chocolate syrup,3,pump,VXWOGBpMfmqrDxTPsK3fdejFRXWZY
2025-10-10T08:17:00.000000Z,#014501,Deduct,16oz cup,1,cup,VXWOGBpMfmqrDxTPsK3fdejFRXWZY
2025-10-10T08:18:00.000000Z,#014502,Deduct,espresso,27,(g),hbbZiTce9zXZdDZ6qjoRG1gwFZSZY
2025-10-10T08:18:00.000000Z,#014502,Deduct,16oz cup,1,cup,hbbZiTce9zXZdDZ6qjoRG1gwFZSZY
2025-10-10T08:18:00.000000Z,#014502,Deduct,whole milk,4,(oz),hbbZiTce9zXZdDZ6qjoRG1gwFZSZY
2025-10-10T08:18:00.000000Z,#014503,Deduct,espresso,18,(g),VtBiGcXdcrnc98il70d65t5lOHdZY
2025-10-10T08:18:00.000000Z,#014503,Deduct,16oz cup,1,cup,VtBiGcXdcrnc98il70d65t5lOHdZY
2025-10-10T08:18:00.000000Z,#014503,Deduct,whole milk,8,(oz),VtBiGcXdcrnc98il70d65t5lOHdZY
2025-10-10T08:18:00.000000Z,#014503,Deduct,chocolate syrup,4,pump,VtBiGcXdcrnc98il70d65t5lOHdZY
2025-10-10T08:21:00.000000Z,#014504,Deduct,espresso,36,(g),r68NrlrplTjqJh8hlu78FHzf3mGZY
2025-10-10T08:21:00.000000Z,#014504,Deduct,16oz cup,1,cup,r68NrlrplTjqJh8hlu78FHzf3mGZY
2025-10-10T08:21:00.000000Z,#014504,Deduct,chocolate syrup,4,pump,r68NrlrplTjqJh8hlu78FHzf3mGZY
2025-10-10T08:21:00.000000Z,#014504,Deduct,oat milk,8,(oz),r68NrlrplTjqJh8hlu78FHzf3mGZY
2025-10-10T08:21:00.000000Z,#014504,Deduct,4oz cup,1,cup,r68NrlrplTjqJh8hlu78FHzf3mGZY
2025-10-10T08:21:00.000000Z,#014504,Deduct,soy milk,2,(oz),r68NrlrplTjqJh8hlu78FHzf3mGZY
2025-10-10T08:35:00.000000Z,#014505,Deduct,espresso,9,(g),fw0yhSVc3p1l4Soxj2sy1JHsYlSZY
2025-10-10T08:35:00.000000Z,#014505,Deduct,4oz cup,1,cup,fw0yhSVc3p1l4Soxj2sy1JHsYlSZY
2025-10-10T08:35:00.000000Z,#014505,Deduct,whole milk,1,(oz),fw0yhSVc3p1l4Soxj2sy1JHsYlSZY
2025-10-10T08:37:00.000000Z,#014506,Deduct,espresso,36,(g),XA6agf5FzcSJUmfZXGv66ET3FQDZY
2025-10-10T08:37:00.000000Z,#014506,Deduct,16oz cup,1,cup,XA6agf5FzcSJUmfZXGv66ET3FQDZY
2025-10-10T08:37:00.000000Z,#014506,Deduct,vanilla syrup,3,pump,XA6agf5FzcSJUmfZXGv66ET3FQDZY
2025-10-10T08:42:00.000000Z,#014507,Deduct,espresso,18,(g),7CU32hATx3IJvouNACFwJpb1voGZY
2025-10-10T08:42:00.000000Z,#014507,Deduct,16oz cup,1,cup,7CU32hATx3IJvouNACFwJpb1voGZY
2025-10-10T08:42:00.000000Z,#014507,Deduct,whole milk,2,(oz),7CU32hATx3IJvouNACFwJpb1voGZY
2025-10-10T08:42:00.000000Z,#014508,Deduct,espresso,36,(g),vGziLgGhNXfq3jLxok7uyhcJp5YZY
2025-10-10T08:42:00.000000Z,#014508,Deduct,12oz cup,1,cup,vGziLgGhNXfq3jLxok7uyhcJp5YZY
2025-10-10T08:42:00.000000Z,#014508,Deduct,almond milk,2,(oz),vGziLgGhNXfq3jLxok7uyhcJp5YZY
2025-10-10T08:42:00.000000Z,#014508,Deduct,seasonal syrup,3,pump,vGziLgGhNXfq3jLxok7uyhcJp5YZY
2025-10-10T08:47:00.000000Z,#014509,Deduct,espresso,36,(g),tz8XtKvmrZnU92MFIyJMvfcHrNHZY
2025-10-10T08:47:00.000000Z,#014509,Deduct,6oz cup,1,cup,tz8XtKvmrZnU92MFIyJMvfcHrNHZY
2025-10-10T08:47:00.000000Z,#014509,Deduct,whole milk,5,(oz),tz8XtKvmrZnU92MFIyJMvfcHrNHZY
2025-10-10T08:47:00.000000Z,#014509,Deduct,4oz cup,1,cup,tz8XtKvmrZnU92MFIyJMvfcHrNHZY
2025-10-10T08:55:00.000000Z,#014510,Deduct,espresso,45,(g),ZrfQzLBj18QbwzoEnPbom1F0awPZY
