Timestamp,Reference_id,Action,Ingredient,Amount,Unit,Order_id
2025-10-14T08:02:00.000000Z,#014896,Deduct,espresso,11,(g),VBHQEF2kX3T18jrwmVJZjyO4peVZY
2025-10-14T08:02:00.000000Z,#014896,Deduct,6oz cup,1,cup,VBHQEF2kX3T18jrwmVJZjyO4peVZY
2025-10-14T08:04:00.000000Z,#014897,Deduct,espresso,27,(g),FNDD5PxWxkVt8V3bI9enzioJ8eeZY
2025-10-14T08:04:00.000000Z,#014897,Deduct,16oz cup,2,cup,FNDD5PxWxkVt8V3bI9enzioJ8eeZY
2025-10-14T08:04:00.000000Z,#014897,Deduct,chocolate syrup,4,pump,FNDD5PxWxkVt8V3bI9enzioJ8eeZY
2025-10-14T08:04:00.000000Z,#014897,Deduct,almond milk,8,(oz),FNDD5PxWxkVt8V3bI9enzioJ8eeZY
2025-10-14T08:06:00.000000Z,#014898,Deduct,espresso,18,(g),5rvABX4Ne1N1oho1BuwN5f922RJZY
2025-10-14T08:06:00.000000Z,#014898,Deduct,16oz cup,1,cup,5rvABX4Ne1N1oho1BuwN5f922RJZY
2025-10-14T08:06:00.000000Z,#014898,Deduct,oat milk,2,(oz),5rvABX4Ne1N1oho1BuwN5f922RJZY
2025-10-14T08:06:00.000000Z,#014898,Deduct,4oz cup,1,cup,5rvABX4Ne1N1oho1BuwN5f922RJZY
2025-10-14T08:06:00.000000Z,#014898,Deduct,hazelnut syrup,3,pump,5rvABX4Ne1N1oho1BuwN5f922RJZY
2025-10-14T08:08:00.000000Z,#014899,Deduct,espresso,72,(g),zYbi9TrhdO3leLFKPuLRDm68mWKZY
2025-10-14T08:08:00.000000Z,#014899,Deduct,16oz cup,1,cup,zYbi9TrhdO3leLFKPuLRDm68mWKZY
2025-10-14T08:08:00.000000Z,#014899,Deduct,oat milk,2,(oz),zYbi9TrhdO3leLFKPuLRDm68mWKZY
2025-10-14T08:08:00.000000Z,#014899,Deduct,4oz cup,1,cup,zYbi9TrhdO3leLFKPuLRDm68mWKZY
2025-10-14T08:08:00.000000Z,#014899,Deduct,vanilla syrup,3,pump,zYbi9TrhdO3leLFKPuLRDm68mWKZY
2025-10-14T08:10:00.000000Z,#014900,Deduct,espresso,9,(g),dH8gz70lvLjygqLhNgxvLkFAJQXZY
2025-10-14T08:10:00.000000Z,#014900,Deduct,4oz cup,1,cup,dH8gz70lvLjygqLhNgxvLkFAJQXZY
2025-10-14T08:10:00.000000Z,#014900,Deduct,caramel syrup,3,pump,dH8gz70lvLjygqLhNgxvLkFAJQXZY
2025-10-14T08:10:00.000000Z,#014901,Deduct,espresso,18,(g),fk85DzlsFYgdYobNHza2f275WlRZY
2025-10-14T08:10:00.000000Z,#014901,Deduct,4oz cup,1,cup,fk85DzlsFYgdYobNHza2f275WlRZY
2025-10-14T08:10:00.000000Z,#014901,Deduct,whole milk,1,(oz),fk85DzlsFYgdYobNHza2f275WlRZY
2025-10-14T08:10:00.000000Z,#014901,Deduct,seasonal syrup,3,pump,fk85DzlsFYgdYobNHza2f275WlRZY
2025-10-14T08:11:00.000000Z,#014902,Deduct,espresso,54,(g),5BwBWWfLKJuLZsML7tNe4N5H7g7YY
2025-10-14T08:11:00.000000Z,#014902,Deduct,16oz cup,2,cup,5BwBWWfLKJuLZsML7tNe4N5H7g7YY
