Timestamp,Reference_id,Action,Ingredient,Amount,Unit,Order_id
2025-10-05T08:07:00.000000Z,#013996,Deduct,espresso,18,(g),74NIzDie8mzoqWoSBTKKzCFLgtaZY
2025-10-05T08:07:00.000000Z,#013996,Deduct,16oz cup,1,cup,74NIzDie8mzoqWoSBTKKzCFLgtaZY
2025-10-05T08:07:00.000000Z,#013996,Deduct,almond milk,4,(oz),74NIzDie8mzoqWoSBTKKzCFLgtaZY
2025-10-05T08:07:00.000000Z,#013996,Deduct,hazelnut syrup,3,pump,74NIzDie8mzoqWoSBTKKzCFLgtaZY
2025-10-05T08:09:00.000000Z,#013997,Deduct,espresso,36,(g),T8n35S9kHewc7GJNrDmKU02QmTKZY
2025-10-05T08:09:00.000000Z,#013997,Deduct,12oz cup,1,cup,T8n35S9kHewc7GJNrDmKU02QmTKZY
2025-10-05T08:09:00.000000Z,#013997,Deduct,soy milk,4,(oz),T8n35S9kHewc7GJNrDmKU02QmTKZY
2025-10-05T08:09:00.000000Z,#013997,Deduct,4oz cup,1,cup,T8n35S9kHewc7GJNrDmKU02QmTKZY
2025-10-05T08:09:00.000000Z,#013997,Deduct,hazelnut syrup,3,pump,T8n35S9kHewc7GJNrDmKU02QmTKZY
2025-10-05T08:19:00.000000Z,#013998,Deduct,espresso,9,(g),xJGNCFsZYQmYlRi3hdV6blOcwHNZY
2025-10-05T08:19:00.000000Z,#013998,Deduct,16oz cup,1,cup,xJGNCFsZYQmYlRi3hdV6blOcwHNZY
2025-10-05T08:19:00.000000Z,#013998,Deduct,whole milk,2,(oz),xJGNCFsZYQmYlRi3hdV6blOcwHNZY
2025-10-05T08:27:00.000000Z,#013999,Deduct,espresso,9,(g),7kDmI0TBgudZU3xC4i3shefvT87YY
2025-10-05T08:27:00.000000Z,#013999,Deduct,4oz cup,1,cup,7kDmI0TBgudZU3xC4i3shefvT87YY
2025-10-05T08:27:00.000000Z,#013999,Deduct,whole milk,1,(oz),7kDmI0TBgudZU3xC4i3shefvT87YY
2025-10-05T08:35:00.000000Z,#014000,Deduct,espresso,18,(g),HmBMxFnch9chrdPB7IUeNh34e1XZY
2025-10-05T08:35:00.000000Z,#014000,Deduct,16oz cup,1,cup,HmBMxFnch9chrdPB7IUeNh34e1XZY
2025-10-05T08:35:00.000000Z,#014000,Deduct,almond milk,8,(oz),HmBMxFnch9chrdPB7IUeNh34e1XZY
2025-10-05T08:41:00.000000Z,#014001,Deduct,espresso,45,(g),l3cLSx0JXY9MG9vDgsgUv6THYyNZY
2025-10-05T08:41:00.000000Z,#014001,Deduct,12oz cup,1,cup,l3cLSx0JXY9MG9vDgsgUv6THYyNZY
2025-10-05T08:41:00.000000Z,#014001,Deduct,16oz cup,1,cup,l3cLSx0JXY9MG9vDgsgUv6THYyNZY
2025-10-05T08:41:00.000000Z,#014001,Deduct,whole milk,8,(oz),l3cLSx0JXY9MG9vDgsgUv6THYyNZY
2025-10-05T08:41:00.000000Z,#014001,Deduct,caramel syrup,3,pump,l3cLSx0JXY9MG9vDgsgUv6THYyNZY
2025-10-05T08:44:00.000000Z,#014002,Deduct,espresso,54,(g),dNLWjdL8U6jK0DSrpXuBmZSN0nDZY
2025-10-05T08:44:00.000000Z,#014002,Deduct,16oz cup,1,cup,dNLWjdL8U6jK0DSrpXuBmZSN0nDZY
2025-10-05T08:44:00.000000Z,#014002,Deduct,whole milk,9,(oz),dNLWjdL8U6jK0DSrpXuBmZSN0nDZY
2025-10-05T08:44:00.000000Z,#014002,Deduct,chocolate syrup,4,pump,dNLWjdL8U6jK0DSrpXuBmZSN0nDZY
2025-10-05T08:44:00.000000Z,#014002,Deduct,4oz cup,1,cup,dNLWjdL8U6jK0DSrpXuBmZSN0nDZY
2025-10-05T08:59:00.000000Z,#014003,Deduct,espresso,27,(g),ziE6InP8XEMvRe5inhe0Dl93F2AZY
2025-10-05T08:59:00.000000Z,#014003,Deduct,12oz cup,1,cup,ziE6InP8XEMvRe5inhe0Dl93F2AZY
2025-10-05T08:59:00.000000Z,#014004,Deduct,espresso,26,(g),z6GvHWiSYgh5ocJ0yv7p2hMc8kYZY
2025-10-05T08:59:00.000000Z,#014004,Deduct,6oz cup,1,cup,z6GvHWiSYgh5ocJ0yv7p2hMc8kYZY
2025-10-05T08:59:00.000000Z,#014004,Deduct,16oz cup,1,cup,z6GvHWiSYgh5ocJ0yv7p2hMc8kYZY
2025-10-05T08:59:00.000000Z,#014004,Deduct,chocolate syrup,3,pump,z6GvHWiSYgh5ocJ0yv7p2hMc8kYZY
2025-10-05T09:04:00.000000Z,#014005,Deduct,espresso,36,(g),XA8XkMyHoZHyvYJqbw3ogb5GfOAZY
2025-10-05T09:04:00.000000Z,#014005,Deduct,16oz cup,1,cup,XA8XkMyHoZHyvYJqbw3ogb5GfOAZY
2025-10-05T09:04:00.000000Z,#014005,Deduct,oat milk,2,(oz),XA8XkMyHoZHyvYJqbw3ogb5GfOAZY
2025-10-05T09:10:00.000000Z,#014006,Deduct,espresso,54,(g),Dyexuh50qOkg0dbI1ApefRPc4FaZY
2025-10-05T09:10:00.000000Z,#014006,Deduct,12oz cup,1,cup,Dyexuh50qOkg0dbI1ApefRPc4FaZY
2025-10-05T09:10:00.000000Z,#014006,Deduct,soy milk,2,(oz),Dyexuh50qOkg0dbI1ApefRPc4FaZY
2025-10-05T09:10:00.000000Z,#014006,Deduct,16oz cup,1,cup,Dyexuh50qOkg0dbI1ApefRPc4FaZY
2025-10-05T09:10:00.000000Z,#014006,Deduct,whole milk,2,(oz),Dyexuh50qOkg0dbI1ApefRPc4FaZY
2025-10-05T09:11:00.000000Z,#014007,Deduct,espresso,18,(g),nQ8DJBpFj0Ll2yimnoK6HH7DC6fZY
2025-10-05T09:11:00.000000Z,#014007,Deduct,4oz cup,1,cup,nQ8DJBpFj0Ll2yimnoK6HH7DC6fZY
2025-10-05T09:11:00.000000Z,#014007,Deduct,whole milk,1,(oz),nQ8DJBpFj0Ll2yimnoK6HH7DC6fZY
2025-10-05T09:21:00.000000Z,#014008,Deduct,espresso,27,(g),tF7y3jFMhrq90ev68BiDTzWSX3AZY
2025-10-05T09:21:00.000000Z,#014008,Deduct,16oz cup,1,cup,tF7y3jFMhrq90ev68BiDTzWSX3AZY
2025-10-05T09:21:00.000000Z,#014008,Deduct,seasonal syrup,3,pump,tF7y3jFMhrq90ev68BiDTzWSX3AZY
2025-10-05T09:23:00.000000Z,#014009,Deduct,espresso,27,(g),Laq8x1cDMgzYVbSTLLSOzTIJDzPZY
2025-10-05T09:23:00.000000Z,#014009,Deduct,12oz cup,1,cup,Laq8x1cDMgzYVbSTLLSOzTIJDzPZY
2025-10-05T09:23:00.000000Z,#014009,Deduct,oat milk,2,(oz),Laq8x1cDMgzYVbSTLLSOzTIJDzPZY
